,0
Lee Young Eun (2004),"['Twelve Nights', 'Happy Sisters', 'Reunited Worlds', 'Naked Fireman', 'Blow Breeze', 'Signal', 'One More Happy Ending', 'D-Day', 'Super Daddy Yeol', 'TV Novel – Single Minded Dandelion', 'Cruel Palace – War of Flowers', 'Your Lady', 'Wonderful Mama', 'Gate of Non-Duality', 'The Innocent Man', 'Can Love Become Money', 'Come, Come, Absolutely Come']"
Lee Young Ja,"['The Package', 'Producer', 'Last Scandal', 'I Really Really Like You']"
Lee Young Jin,"['The Great Seducer', 'Master: God of Noodles', 'Fight', 'Special Crime Investigation', 'Smile Again', 'That Summer Typhoon']"
Lee Young Ran,"['Enemies From the Past', 'On the Way to the Airport', 'My Love Eun Dong', 'Missing Noir M', 'Hyde Jekyll, Me', 'Valid Love', 'What Happens to My Family?', 'Come! Jang Bo Ri', 'Greatest Marriage', 'The Innocent Man']"
Lee Young Sook,"['Different Dreams', 'Something About 1%']"
Lee Young Yoo,"['Here Comes Love', 'The Queen’s Classroom', 'More Charming by the Day', 'Swallow the Sun', 'Ja Myung Go', 'When It’s At Night', 'Returned Earthen Bowl', 'Bad Family', 'Bad Housewife', '2013 MBC Drama Award']"
Lee Yul Eum,"['Yoon Young Jo', 'Dae Jang Geum Is Watching', 'My First Love', 'Monster', 'The Village: Achiara’s Secret', 'Save the Family', 'Divorce Lawyer in Love', 'King of High School Life Conduct', 'Middle School Student A', 'Boy Meets Girl', 'Can’t Take It Anymore', '2015 SBS Drama Award']"
Lee Yun Kyung,"['Manhole: Feel So Good', 'All About My Mom', 'TV Novel – The Stars Are Shining', 'House Maids', 'Magic Hanja', 'Marriage Without Dating', 'Trot Lovers', 'God’s Gift – 14 Days', 'Kang Goo’s Story', 'Mimi', 'The Heirs', 'Her Legend', 'School 2013', 'Goodbye Dear Wife', 'The King 2hearts', 'Obstetrics and Gynecology Doctors']"
Lina,['King’s Dream']
Lizzy,"['After Schoo', 'Rude Miss Young Ae 17', 'Fates and Furies', 'I Picked up a Star on the Road', 'Angry Mom', 'Demon Ward', 'What is Mom', 'Rascal Sons', 'All My Love']"
Luna,"['f(x', 'Saving Madame Go Bong Shil']"
Maeng Seung Ji,['Pinocchio']
Maya,"['King’s Dream', 'Dandelion Family', 'Family’s Honor', 'Magic', 'Bodyguard']"
MayBee,"['Ms. Temper & Nam Jung Gi', 'Noriko Goes to Seoul', 'Pink Lipstick']"
Mi Ram,"['Spring Turns to Spring', 'The Ghost Detective', 'Shopping King Louie', 'Riders: Catch Tomorrow', 'Blood', 'Liar Game', 'Dreaming Man', 'Eun Hee', 'School 2013']"
Min Ah,"['My Absolute Boyfriend', 'Beautiful Gong Shim', 'Sweet, Savage Family', 'The Master’s Sun', 'Family', 'Vampire Idol', '2016 SBS Drama Award', '2016 SBS Drama Award']"
Min Ah Ryung,"['The Woman Who Still Wants To Marry', 'Ja Myung Go']"
Min Do Hee,"['Clean With Passion For Now', 'My ID Is Gangnam Beauty', 'My First Love', 'Girls’ Generation 1979', 'Mirror of the Witch', 'Entertainer', 'Ms. Temper & Nam Jung Gi', 'Mom', 'Ho Goo’s Love', 'Boarding House No. 24', 'Tomorrow Cantabile', 'Pluto Secret Society', 'Mother’s Garden', 'Answer Me 1994']"
Min Hyo Rin,"['Individualist Ms. Ji Young', 'Persevere, Goo Hae Ra', 'Romance Town', 'Dr. Champ', 'Triple']"
Min Ji Ah,"['The Crowned Clown', 'Deserving of the Name', 'Puck!', 'All About My Mom', 'Iron Lady Cha', 'Bad Guys', 'The Tale of the Bookworm', 'The Spring Day of My Life', 'King of High School Life Conduct', 'Jang Ok Jung', 'All About My Romance', 'King’s Dream', 'Daughters of Bilitis Club', 'Special Crime Squad MSS', 'Chosun Police 3', 'The Great Gye Choon Bin', 'Chuno', 'A Love to Kill', 'Wedding', 'Green Rose']"
Min Ji Hyun,"['Yellow Boots', 'The Servant', 'Glory of Youth', 'Mackerel Run', 'The Youth in Bare Foot']"
Min Ji Oh,"['It’s Okay, Daddy’s Girl', 'Stars Falling From the Sky', 'Loving You a Thousand Times', 'Tazza', 'Strongest Chil Woo', 'My Sweet City', 'Iljimae']"
Min Ji Young,"['Gangnam Scandal', 'Can’t Take it Anymore', 'Obstetrics and Gynecology Doctors', 'Will it Snow at Christmas?', 'Hometown Legends', 'Invincible Parachute Agent', 'The Book of Three Han']"
Min Young Won,"['The King Loves', 'My Daughter Seo Yeong', 'SOS – Save Our School', 'Suspicious Family', 'I Need a Fairy', 'City Hunter', 'A Good Day For The Wind To Blow', 'Prosecutor Princess', 'Shining Inheritance', 'Boys Before Flowers']"
Minseo,"['Big Issue', 'Somehow 18']"
Moo Ri Yoo,"['Beautiful Mind', 'Scent of a Woman']"
Moon Bo Ryung,"['I’m a Mother too', 'My Mother is a Daughter-In-Law', 'The Night Watchman', 'Angel’s Revenge', 'Your Neighbor’s Wife', 'I’ll Give You The Stars and The Moon', 'Little Girl Detective', 'Glory of Youth']"
Moon Chae Won,"['Mama Fairy and the Woodcutter', 'Criminal Minds', 'Goodbye Mr. Black', 'Good Doctor', 'Innocent Man', 'The Princess’ Man', 'It’s Okay, Daddy’s Girl', 'Road Number One', 'Take Care of the Young Lady', 'Shining Inheritance', 'The Painter of the Wind', 'Mackerel Run', '2013 KBS Drama Award', '2013 KBS Drama Award', '2013 KBS Drama Award', '2012 KBS Drama Award', '2012 KBS Drama Award', '2012 KBS Drama Award', '2011 KBS Drama Award', '2011 KBS Drama Award', '2011 KBS Drama Award']"
Moon Ga Young,"['Eulachacha Waikiki 2', 'The Great Seducer', 'Waltzing Alone', 'Deserving of the Name', 'Jealousy Incarnate', 'Mirror of the Witch', 'The Merchant: Gaekju 2015', 'EXO Next Door', 'Mimi', 'Kings Family', 'Who Are You?', 'You’ve Fallen for Me', 'The Reputable Family', 'Friend, Our Legend', 'Bittersweet Life', 'Hometown over the Hill', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Witch Amusement', 'Goong S', '2018 MBC Drama Award']"
Moon Geun Young,"['The Village: Achiara’s Secret', 'Jung Yi, The Goddess of Fire', 'Cheongdamdong Alice', 'Mary Stayed Out All Nigh', 'Cinderella’s Siste', 'The Painter of the Win', 'Autumn Tale', '2015 SBS Drama Award', '2015 SBS Drama Award']"
Moon Hee Kyung,"['Home for Summer', 'Love in Sadness', 'What’s Wrong, Poong Sang', 'Miss Ma, Nemesis', 'The Great Seducer', 'Good Witch', 'Because This Is My First Life', 'Man Who Sets the Table', 'Hip Hop Teacher', 'Someone Noticeable', 'Woman of Dignity', 'Unique Daughters-in-Law', 'Whisper', 'Second To Last Love', 'Women’s Secret', 'Beautiful You', 'My Heart Twinkle Twinkle', 'Rosy Lovers', 'Tomorrow Cantabile', 'Only You, My Love', 'Surplus Princess', 'You’re All Surrounded', 'Noble Woman', 'Inspiring Generation', 'Brother and Ugly Duckling', 'Good Doctor', 'The Great Seer', 'The Birth of a Family', 'I’ll Give You The Stars and The Moon', 'Bride of the Sun', 'The Great Gift', '49 Days', 'Dr. Champ', 'Hot Coffee', 'Giant', 'Harvest Villa', 'My Life’s Golden Age']"
Moon Ji In,"['The Beauty Inside', 'Grand Prince', 'Two Cops', 'Romantic Doctor, Teacher Kim', 'Doctors', 'Tomorrow Boy', 'Madame Antoine', 'The Village: Achiara’s Secret', 'Yong Pal', 'Surplus Princess', 'It’s Okay, It’s Love', 'Miss Korea', 'Secret Love', 'Family Photo', 'Queen Insoo', 'My Love By My Side', 'You Don’t Know Women', 'Giant', 'Oh! My Lady', 'Jejoongwon', 'Don’t Hesitate', 'Dream', '2016 SBS Drama Award']"
Moon Jung Hee,"['Sweet, Savage Family', 'Mama – Nothing to Fear', 'The Firstborn', 'Just You', 'A Thousand Days’ Promise', 'I Believe in Love', 'Severed Feelings', 'Oh! My Lady', 'Father’s House', 'Empress Chun Chu', 'Daughter in Law', 'My Sweet City', 'Air City', 'Blissful Woman', 'Alone in Love', 'Common Single', 'Shin Don']"
Moon So Ri,"['Life', 'The Legend of the Blue Sea', 'Haneuljae’s Murder', 'My Life’s Golden Age', 'The Story of the First King’s Four Gods', '2nd The Seoul Award']"
Moon Soo Bin,"['I Hate You, Juliet!', 'Neighborhood Lawyer Jo Deul Ho 2: Crime and Punishment', 'Lovely Horribly', 'That Man Oh Soo', 'Money Flower', 'Criminal Minds']"
Moon Sook,"['Priest', 'Matrimonial Chaos', 'Tunnel', 'Rebel: Thief Who Stole the People', 'Thief Who Stole the People', 'Age of Youth', 'Memory']"
Moon Ye Won,['Legal High']
Mun Young Mi,"['Good For You', 'Even So Love']"
Myung Ji Yun,"['Handsome Guy and Jung Eum', 'Enemies From the Past', 'Good Person', 'The Great Wives', 'Everything Kimchi', 'Athena: Goddess of War', 'IRIS', 'Powerful Opponents']"
Myung Se Bin,"['Avengers Social Club', 'First Love Again', 'Kill Me, Heal Me', 'King’s Daughter Soo Baek Hyang', 'Rascal Sons', 'Three Sisters', 'Goong S', 'Special of My Life', 'Wedding', 'The Woman Who Wants to Marry', 'Into the Sun', '2017 KBS Drama Award']"
Na Hae Ryung,"['Ping Pong Ball', 'Nothing to Lose', 'Oh! Dear Half-Basement Goddesses', 'The Universe’s Star', 'TV Novel – My Mind’s Flower Rain', '9 Seconds – Eternal Time', 'Mom', 'Producer', 'She’s So Lovable', 'High School – Love On', 'Oh Man Bok is Pretty', 'Nine: Time Travel Nine Times', 'April Kiss']"
Na Hye Jin,"['Chicago Typewriter', 'Shine or Go Crazy']"
Na Hye Mi,"['Home for Summer', 'My Only One', 'My Sassy Girl', 'Melody of Love', 'Over the Rainbow', 'Unstoppable High Kick']"
Na Hyun Joo,"['Strong Family 2017', 'Her Legend']"
Na Moon Hee,"['My Only One', 'Just Between Lovers', 'Father, I’ll Take Care of You', 'Dear My Friends', 'Witch’s Castle', 'Glorious Day', 'God’s Gift – 14 Days', 'Kings Family', 'What is Mom', 'Rascal Sons', 'Five Fingers', 'Padam Padam… The Sound of His and Her Heartbeats', 'I Believe in Love', 'A Good Day for the Wind to Blow', 'The World That They Live In', 'My Precious Child', 'Woman of Matchless Beauty, Park Jung Kum', 'Kimcheed Radish Cubes', 'Unstoppable High Kick', 'Famous Princesses', 'Goodbye Solo', 'My Rosy Life', 'My Name is Kim Sam-Soon', 'Precious Family', 'Love is All Around', 'People of the Water Flower Village']"
Na Seul Gi,['Iron Lady Cha']
Na Ya,"['I’m Sorry Kang Nam Goo', 'You Are a Gift', 'Triangle', 'IRIS 2']"
Na Young Hee,"['Children of Nobody', 'The Beauty Inside', 'About Time', 'My Golden Life', 'Lovers in Bloom', 'The Legend of the Blue Sea', 'Lucky Romance', 'Glamorous Temptation', 'I Have a Lover', 'Producer', 'What’s With This Family?', 'Fated to Love You', 'Mother’s Garden', 'Noble Woman', 'You Who Came From the Stars', 'Good Doctor', 'The Birth of a Family', 'Rooftop Prince', 'Unexpected You', 'The Women of Our Home', 'Baby-faced Beauty', 'Paradise Ranch', 'Gloria', 'Oh! My Lady', 'A Good Day for the Wind to Blow', 'The Woman Who Still Wants to Marry', 'Style', 'Queen of Housewives', 'The World That They Live In', 'Family’s Honor', 'Returned Earthen Bowl', 'In-Soon is Pretty', 'Miracle', 'Queen of the Game', 'The Invisible Man', 'Hello, God', 'The Youth in Bare Foot', 'Wedding', 'Sad Love Song', 'Escape From Unemployment']"
Nah Eun Kyeong,"['The Devil', 'Goong', 'Love Can’t Wait']"
Nahyun,['The Miracle']
Nam Bo Ra,"['Lovers in Bloom', 'Spark', 'Love Detective Sherlock K', 'Late Night Restaurant', 'My Heart Twinkle Twinkle', 'Only Love', 'Will You Love and Give It Away?', 'The Memory in My Old Wallet', 'Shark', 'The Moon That Embraces the Sun', 'Glory Jane @ Man of Honor', 'Once Upon a Time in Saengchori', 'Last Flashman', 'Road Number One', 'Look Back With a Smile', '2014 SBS Drama Award']"
Nam Gyu Ri,"['Different Dreams', 'Children of Nobody', 'Terius Behind Me', 'Yeah, That’s How It Is', 'Late Night Restaurant', 'House Mate', 'Cruel City', 'Ohlala Couple', 'Haeundae Lovers', '49 Days', 'Life is Beautiful']"
Nam Hyun Joo,"['Miss Hammurabi', 'Vampire Detective', 'Gu Family Book', 'A Gentleman’s Dignity', 'Jungle Fish 2', 'Secret Garden', 'Three Sisters', 'City Hall', 'Four Colours of Love', 'Life Special Investigation Team', 'The King and I', 'My Lovely Fool', 'Resurrection', 'Terms of Endearment', 'Jang Gil San']"
Nam Ji Hyun,"['100 Days My Prince', 'Suspicious Partner', 'Shopping King Louie', 'Mystery Freshman', 'Late Night Restaurant', 'What’s With This Family?', 'Angel Eyes', 'To the Beautiful You', 'Can’t Live without You', 'Little Girl Detective', 'Warrior Baek Dong Soo', 'Giant', 'Will it Snow at Christmas?', 'Queen Seon Duk', 'East of Eden', 'Our Happy Things', 'Daewang Sejong', 'Lobbyist', 'Say You Love Me', 'My Love', '2017 SBS Drama Award', '2016 MBC Drama Award', '2014 KBS Drama Award', '2014 KBS Drama Award', '2012 KBS Drama Award']"
Nam Jung Hee,"['Witch’s Court', 'The Girl Who Can See Smells', 'Bride of the Century', 'Shining Romance']"
Nam Ki Ae,"['Confession', 'Haechi', 'Encounter', 'Matrimonial Chaos', 'Love to the End', 'Suits', 'Exit', 'Mother', 'Just Between Lovers', 'If We Were a Season', 'Hospital Ship', 'Suspicious Partner', 'Introverted Boss', 'My Secret Romance', 'Ice Binggoo', 'Perfect Wife', 'Night Light', 'Be Positive', 'W', 'Another Miss Oh', 'Monster', 'Descendants of the Sun', 'Oh My Venus', 'All About My Mom']"
Nam Neung Mi,"['Sunny Again Tomorrow', 'The Shining Eun Soo', 'Dear My Friends', 'Let’s Eat', 'Cruel Palace – War of Flowers', 'Family', 'A Wife’s Credentials', 'Big Sister']"
Nam Sang Ji,['Unique Daughters-in-Law']
Nam Sang Mi,"['Let Me Introduce Her', 'Chief Kim', 'Joseon Gunman', 'Goddess of Marriage', 'Like A Miracle', 'Lights and Shadows', 'Life is Beautiful', 'Invincible Lee Pyung Kang', 'Gourmet', 'Time Between Dog and Wolf', 'Bad Family', 'Sweet Spy', 'My Sweetheart My Darling', 'Escape From Unemployment', 'Love Letter', '2018 SBS Drama Award', '2014 KBS Drama Award', '2014 KBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award']"
Nam Yoon Jung,"['A Wife’s Credentials', 'Dangerous Women', 'Love Marriage', 'Life Special Investigation Team', 'Catch a Kang Nam Mother', 'Bad Woman, Good Woman']"
Nana,"['Kill It', 'The Good Wife']"
Narsha / Park Hyo Jin,"['Save the Family', '4teen', 'Witch’s Romance', 'Emergency Couple', 'Blue Bird', 'Pure Love', 'Ohlala Couple', 'Lights and Shadows']"
NC.A,"['To. Jenny', 'Thunderstruck Stationery 2', 'Reply 1994']"
Nicole Jung,"['Kar', 'Secret Love']"
No Eul,"['Glorious Day', 'Time Slip Dr. Jin']"
Noh Haeng Ha,"['Mung Bean Flower', 'TV Novel – Waves, Waves', 'Circle', 'Always Spring', 'W', 'S.O.S Save Me', 'High Kick Through The Roof', 'Assorted Gems']"
Noh Hee Ji,"['Arang and the Magistrate', 'Can You Hear My Heart', 'Jumong']"
Noh Hyun Hee,"['Your Woman', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Great Inheritance', 'Golden Apple', 'Damo']"
Noh Jung Ui,"['Kill It', 'Witch’s Court', 'Deserving of the Name', 'The Flower in Prison', 'Pinocchio', 'Angel Eyes', 'Oh Man Bok is Pretty', 'The Firstborn', 'Cheer Up, Mr. Kim', 'Full House Take 2', 'Horse Doctor', 'Dream High 2', 'Bachelor’s Vegetable Store']"
Noh Kyung Joo,"['Wonderful Days', 'Glory Jane']"
Noh Soo Ram,"['Mr. Back', 'Witch’s Romance', 'Miss Korea']"
Noh Susanna,"['Let’s Eat 3', 'Investigation Couple', 'Anthology', 'My Golden Life', 'Argon', 'My Sassy Girl', 'Blow Breeze', 'All About My Mom', 'Producer']"
Oh Ah Rin,"['The Last Empress', 'Life on Mars', 'About Time', 'Should We Kiss First', 'A Korean Odyssey', 'Unni is Alive', 'Strong Woman Do Bong Soon', 'Goblin', 'Always Spring', 'Squad 38']"
Oh Ah Yeon,"['Mr. Sunshine', 'Falsify', 'I’ve Got My Eye On You']"
Oh Cho Hee,"['Black', 'Voice', 'Mrs. Cop', 'The Girl Who Can See Smells', 'What Kind of Goodbye', 'You’re Only Mine', 'Lee Soon Shin is the Best', 'Lovers of Haeundae']"
Oh Eun Ho,"['A Promise with the Gods', 'Hwarang: The Beginning', 'The King’s Face', 'Two Mothers', 'Horse Doctor', 'Bridal Mask', 'Smile, Dong Hae', 'Dong Yi', 'Hwang Jin Yi', 'Yeon Gae Somun']"
Oh Ha Hee,"['The Crowned Clown', 'Goodbye to Goodbye', 'The Great Seducer', 'Weightlifting Fairy Kim Bok Joo']"
Oh Hye Won,['Children of Nobody']
Oh Hyun Kyung,"['Yoon So Jun', 'Oh Ji Hy', 'Wonderful Days', 'The Peak', 'Thorn Birds', 'My Sister', 'Shin Don']"
Oh Ji Eun,"['Nameless Woman', 'Blow Breeze', 'Make a Wish', 'The Ghost-Seeing Detective Cheo Yong', 'The King of Dramas', 'I Live in Cheongdam Dong', 'King Gwanggaeto the Great', 'Smile, Dong Hae', 'Three Brothers', 'Hateful But Once Again', 'Yi San', 'Bad Family', 'Blow Breeze', 'Sourc']"
Oh Ji Hye,"['Oh Hyun Kyun', 'Yoon So Jun', 'On the Way to the Airport', 'Ms. Temper & Nam Jung Gi', 'My Sister’s March', 'Spring Day']"
Oh Ji Young,"['Here Comes Love', 'Yeong Joo', 'Cuckoo Nest', 'Hometown Over the Hill', 'Landscape in My Heart', 'My Girl']"
Oh Joo Eun,"['Unique Daughters-in-Law', 'Super Daddy Yeol', 'Take My Hand', 'Goodbye Dear Wife', 'Typically Women', 'My Lady Boss, My Hero', 'You Are Very Good', 'Outrageous Women', 'My Sweetheart My Darling', 'Lovers in Paris', 'Into the Sun']"
Oh Jung Yun,['Working Mom Parenting Daddy']
Oh Mi Hee,"['Fluttering Warning', 'Good Person', 'Only Love', 'Taste of Curry', 'The Woman Who Married Three Times', 'Crazy Love', 'I Do, I Do', 'Goodbye Dear Wife', 'Lie to Me', 'I’ll Give You Everything', 'Assorted Gems', 'Green Coach', 'Don’t Be Swayed', 'Goong S', 'The Snow Queen']"
Oh Mi Yun,"['Blessing of the Sea', 'My Husband Oh Jak Doo', 'Always Spring', 'Best Couple', 'Sweet, Savage Family', 'My Daughter, Geum Sa Wol', 'Divorce Lawyer in Love', 'TV Novel – In Still Green Days', 'The Woman Who Married Three Times', 'I Do, I Do', 'An Angel’s Choice', 'A Thousand Days’ Promise', 'I Believed in Men', 'Pink Lipstick', 'Hateful But Once Again', 'That Woman is Scary', 'My Love', 'Stranger than Paradise', 'Love Hymn', 'Terms of Endearment', 'Something About 1%']"
Oh Na Mi,"['Mask', 'Cunning Single Lady', 'She is Wow', 'Full House Take 2', 'Hair Show', 'Sungkyunkwan Scandal', 'My Girlfriend is a Nine-Tailed Fox']"
Oh Na Ra,"['Sky Castle', 'My Mister', 'Nothing to Lose', 'Woman of Dignity', 'Individualist Ms. Ji Young', 'Man to Man', 'Chicago Typewriter', 'The Flower in Prison', 'Please Come Back, Mister', 'Remember – War of the Son', 'Yong Pal', 'Hyde, Jekyll and I', 'Yoo Na’s Street', 'The Marvelous Sunshine Funeral Home For The Elderly', 'Will You Love and Give It Away?', 'Yawang', 'Feast of the Gods', 'Miss Ajumma', 'Queen of Reversals', 'Mom is Pretty Too', 'My Sweet City']"
Oh Se Jung,"['I’m Glad I Loved You', 'Yi San', 'My Man’s Woman', 'Autumn Shower']"
Oh Seung Ah,"['Rainbo', 'Secrets and Lies', 'Grand Prince', 'TV Novel – Sea of the Woman', 'Pinocchio', 'Play Guide', 'Dae Mul', '2018 MBC Drama Award']"
Oh Seung Eun,"['The Banker', 'Sincerity Moves Heaven', 'Big Sister', 'Snowman', 'Successful Story of a Bright Girl']"
Oh Seung Hyun,"['21st Century Family', 'I Love You, Don’t Cry', 'Snow White', 'Match Made in Heaven', 'Screen', 'Since We Met']"
Oh Sol Mi,['Fated to Love You']
Oh Soo Min,"['Fantasy Tower', 'Hero', 'I’m Glad I Loved You', 'Queen of Reversals', 'The King and I', 'Hyena']"
Oh Yeon Ah,"['Save Me 2', 'Priest', '100 Days My Prince', 'Secret Mother', 'The Package', 'Woman of Dignity', 'Defendant', 'Voice', 'The Legend of the Blue Sea', 'Father, I’ll Take Care of You', 'Woman with a Suitcase', 'The Good Wife', 'Jackpot', 'Signal']"
Oh Yeon Seo,"['A Korean Odyssey', 'My Sassy Girl', 'Please Come Back, Mister', 'Shine or Go Crazy', 'Come! Jang Bo Ri', 'Medical Top Team', 'Oh Ja Ryong is Coming', 'Unexpected You', 'Baby-faced Beauty', 'Dong Yi', 'Merchant Kim Man Deok', 'Returned Earthen Bowl', 'Daewang Sejong', 'H.I.T', '2016 SBS Drama Award', '2014 MBC Drama Award', '2013 Apan Star Award', '2012 KBS Drama Award', '2012 MBC Drama Award']"
Oh Yoon Ah,"['A Promise with the Gods', 'Handsome Guy and Jung Eum', 'Yeonnam-dong 539', 'Unni is Alive', 'Oh My Geum Bi', 'Saimdang, Light’s Diary', 'Angry Mom', 'You’re All Surrounded', 'The Firstborn', 'Incarnation of Money', 'Childless Comfort', '21st Century Family', 'While You Were Sleeping', 'Athena: Goddess of War', 'Please Marry Me', 'God of Study', 'Give Me Food', 'The Kingdom of The Winds', 'Why Did You Come to My House', 'Surgeon Bong Dal Hee', 'Someday', 'Mr Goodbye', 'Alone in Love', 'Hello My Teacher', 'Old Miss Diary', 'Into the Storm']"
Oh Yoon Hong,"['Strongest Deliveryman', 'Tunnel', 'Solomon’s Perjury', 'My Old Friend', 'Master: God of Noodles', 'My Daughter, Geum Sa Wol', 'Because It’s The First Time', 'Scholar Who Walks the Night', 'Who Are You – School 2015', 'Misaeng', 'Adolescence Medley', 'Land']"
Oh Young Shil,"['Spring Turns to Spring', 'The Third Charm', 'Happy Sisters', 'Golden Pouch', 'Heaven’s Promise', 'My Mother is a Daughter-In-Law', 'Ho Goo’s Love', 'Modern Farmer', 'You’re All Surrounded', 'Potato Star 2013QR3', 'Can’t Take it Anymore', 'When A Man Loves', 'School 2013', 'Can’t Live without You', 'My Daughter The Flower', 'Roses and Dandelions', 'Temptation of an Angel', 'The Queen Returns', 'Temptation of Wife']"
Oh Yun Soo,"['Criminal Minds', 'Triangle', 'IRIS 2', 'Gye Baek', 'Bad Guy', 'The Queen Returns', 'Bittersweet Life', 'The Book of Three Han', 'Sad Goodbye', 'Second Proposal', 'Snowman']"
