,Unnamed: 0.1,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
444,444,glamorous temptation,melodrama romant,MBC,thi drama tell the stori of a woman who experienc a harsh fate a woman who is jealou of her and a man who want to take a revengea young woman learn from her whistleblow dad that honesti is not the best polici soon after her marriag she is saddl with crush debt that she ha no abil to repay but through a seri of event she find herself on track in join the top wealthiest and make a deliber effort to uncov their misde and hypocrisi her effort reveal limitless greed and lust for power fuel by the pursuit of money and profit two friend struggl to reach the same goal which inadvert forc them to cross path as rival that result in anguish tens relat betray and a love triangl and through thi turmoil there is a happi end of forgiv and rediscoveri of famili,"2015, 2016",6.4,,27.0,70,"Dong Ha, Kang-hee Choi, Sang-uk Joo, Jin-young Jung"
445,445,six flying dragons,histor polit,SBS,six fli dragon is a period drama depict the ambit and success stori of peopl around princ lee bang won yoo ah inthi drama also depict the ideolog and polit conflict between princ lee bang won and jung do jeon kim myung min who is the man instrument in help king taejo chun ho jin to establish the fledgl joseon nation jung do jeon want a countri rule by minist while lee bang won want absolut powerprinc lee bang won later becom king taejong who wa the third king in the joseon dynasti he help hi father king taejo to establish the joseon dynastystori of the the foundat of the joseon dynasti in korea and ambit success and fall of sever real and fiction charact in the format of a nation mani battl are fought by those who have clash ideolog and polit view the peopl who struggl for social justic in korea fall on the opposit side of the conflict between those who want countri rule by a group of scholar and those who want absolut power,"2015, 2016",8.8,,410.0,,"Ah-in Yoo, Yo-han Byun, Se-Kyung Shin, Kyun-Sang Yoon"
446,446,9 seconds – eternal time,melodrama romant,NAVER tvcast,after meet at their local photo shop yoo chan and so ra begin a bud relationship aid by a camera with the power to stop time,2015,7.1,,32.0,13,
447,447,my fantastic funeral,romant,SBS,thi is a stori focus around a woman who onli ha a limit amount of time left the stori unfold as she unexpectedli meet her old love,,,,,,
448,448,the merchant: gaekju 2015,histor romant,KBS2,mani great men come from humbl begin dure the end of the tumultu chosun dynasti chun bong sam is a poor peddler who inherit a rundown inn through hard work and persever against a corrupt bureaucraci bong sam achiev great success and becom a power merchant can he help shape the way that industri and busi should be done in the emerg modern era,"2015, 2016",7.0,,24.0,,"Jay Kim, Hyuk Jang, Chae-Ah Han, Hak-cheol Kim"
449,449,d-day,medic fantasi,jTBC,when a natur disast strike seoul a team of medic doctor and emerg personnel struggl to deal with it aftermatha natur disast strike the citi of seoul the whole citi becom paralyz doctor and emerg personnel struggl to save the peopl,2015,7.7,,141.0,,"Young-kwang Kim, So-Min Jung, Seok-jin Ha, Kyeong-yeong Lee"
450,450,she was pretty,comedi romant,MBC,a romant comedi about two past acquaint who meet again after they went through revers fortun and appearanceskim hye jin hwang jung eum wa a veri pretti girl from a rich famili after her famili s publish compani went bankrupt she experienc hardship and then lost her beauti too meanwhil ji sung joon park seo joon wa an unattract boy with low selfesteem but grow up as a handsom man and success editorwhen ji sungjoon wa young he wa ugli as he grew up he began to have an attract appear when kim hyejin wa young she wa pretti as she grew up she becam ugli ji sungjoon tri to find hi first love childhood friend are seper for fifteen year without mani connect the time come when the two final meet again but the onc beauti kim hyejin ha becom unattract and the unattract ji sungjoon grow up to be a veri attract man will kim hyejin be abl to face him love and vaniti are put to the test in she wa pretti,2015,7.8,,2126.0,60,"Jeong-eum Hwang, Seo-Joon Park, Jun-hee Ko, Si Won Choi"
451,451,immutable law of first love,comedi romant,NAVER tvcast,thi drama is base on the same titl popular onlin novel by seo joon hye sometim it can be hard for a teacher to forget a student in more way than one jong goo kim jeong hoon is a high school teacher who is distraught after one of hi student yeo ri song ji eun disappear yeo ri come back into jong goo s life as a ghost and anoth student ha na lee jin is the onli person who can see her can fellow teacher hae joo lee jung bin who ha a crush on jong goo and ha na help jong goo investig what happen to yeo risometim it can be hard for a teacher to forget a student in more way than one jong goo kim jeong hoon is a high school teacher who is distraught after one of hi student yeo ri song ji eun disappear,2015,5.9,,12.0,13,"Jeong-hoon Kim, Ji-eun Song"
452,452,love cells ,comedi romant fantasi,NAVER tvcast,thi web drama is base on the popular webtoon love cell by kim myung hyun which wa publish from juli to sep in thi bitter sweet love stori navi kim yoo jung act like a navig of love relationship she lead the way for the main charact to piec their long lost memori of love togetherfresh from play matchmak in love cell the love guru nebi kim yoo jung return to work her magic on a coupl that is tragic torn apart when they lose memori of their romanc,2014,6.0,,74.0,,"Sun-Ho Park, Yoo-Jeong Kim, Joon Park, Ji-Hyun Nam"
453,453,mom,famili melodrama,,yoon jung ae cha hwa yun rais her kid by herself now her kid alreadi grown up but none of them realli care about herit look like we dont have ani plot summari for thi titl yet be the first to contribut just click the edit page button at the bottom of the page or learn more in the plot summari submiss guid,2008,,,,,"Jung-ah Yum, Ha Jae-Young, Tae-gyu Bong, Ye-ryeon Cha"
454,454,"my daughter, geum sa wol",famili melodrama,MBC,what happen when the sister you grow up with at an orphanag end up take your life and becom your biggest profession rivalgeum sa wol baek jin hee and oh hye sang park se young arriv at an orphanag on the same day and grew up like close sister but hye sang is adopt by oh min ho park sang won and han ji hye do ji won and end up live a veri comfort life but thing get complic becaus min ho s first love shin deuk yee jun in hwa who happen to be ji hye s best friend secretli gave birth to hi daughter but the babi girl wa accident switch at the hospit with anoth babi deuk yee end up marri kang man hoo son chang min the famili driver who throw away hi first wife choi ma ri kim hee jung to have a better life with deuk yee ma ri becom a mistress in man hoo s new life but her son kang chan bin yoon hyun min is rais as the legal son of deuk ye while chan bin tri hi hardest to be the duti son joo se hoon do sang woo the son of a moneylend is the opposit tri to escap the life that hi father creat for him when the truth come out about sa wol and hye sang can the two former orphanag sister find their true place in lifeit look like we dont have ani plot summari for thi titl yet be the first to contribut just click the edit page button at the bottom of the page or learn more in the plot summari submiss guid,2015,7.0,,10.0,70,"Jin-hee Baek, So Won Kal, Hyun-min Yoon, In-hwa Jeon"
455,455,tv novel – the stars are shining,histor famili romant,KBS2,,,,,,,
456,456,everything will be ok,famili romant,KBS2,a drama about peopl who face hate and conflict while learn to forgiv and understand the mean of love and happi,,,,,,
457,457,second time twenty years old,comedi romant,tvN,the stori revolv around a year old housewif ha no ra choi ji woo who decid to go back to school and experi the colleg life for the first time she spent the last two decad as a housewif after she got marri and becam a mother at the age of year old her year old son kim min soo kim min jae and hi girlfriend oh hye mi son na eun are her classmat while her husband kim woo chul choi won young and her first love cha hyun suk lee sang yoon are the professor in that colleg,,,,,,
458,458,"noble, my love",romant,NAVER tvcast,base on webnovel the nobl you by go gyul which wa publish from june to aug through naver onlinethi drama tell the romanc between lee kang hoon sung hoon who wa an heir of plutocrat and cha yoon seo kim jae kyung who wa an attract innoc and love look veterinarian,,,,,,
459,459,cheo yong ,thriller crime action horror mysteri,OCN,detect cheo yong oh ji ho use hi abil to interact with spirit to solv casesdetect yoon cheoyong solv the tough case around the citi by commun with spirit from the other side,2014,7.5,,151.0,,"Ji-Ho Oh, Jun Hyo-Seong, Seung-mok Yoo, Je-wook Yeon"
460,460,i have a lover,melodrama,SBS,do hae kang kim hyun joo is a success lawyer but she want to becom more success due to her ambit her relationship with her husband choi jin uhn ji jin hee deterior at that hi time jin uhn meet sul li park han byul who attend the same graduat school her person is pure and enthusiast like hi wife hae kang had in the past hae kang then ha an accid and lose her memori she meet baek suk lee kyu han and live as her younger twin sister yong gii have a lover korean drama,"2015, 2016",7.9,,47.0,75,"Hyun-joo Kim, Jin-hee Ji, Han-byeol Park, Kyu-han Lee"
461,461,to be continued,romant fantasi,NAVER tvcast &amp; MBC every1,thi webdrama is about a boy group who fall to the past just a day befor their debut and get back in time with the help of a girl,,,,,,
462,462,the eccentric daughter-in-law,famili comedi,KBS2,oh in young dasom is a former idol she belong to a popular member girl group but she isn t popular anymor now to regain her popular in young appear on the tv show experi of daughterinlaw from the eldest son s famili while film for the tv show she meet her script motherinlaw yang choon ja go doo shim they hate each other on the show but they then becom real motherinlaw and daughterinlaw in real lifeth eccentr daughterinlaw is the portray of the real mean of famili through the conflict and reconcili happen amongst the variou shenanigan between inlaw that rang from entertain to dramat,2015,6.5,,31.0,,"Ok-Dam Baek, Tae-young Ki, Bo-yeon Kim, Da-som Kim"
